value,segments,language,borrowing_score,age_label
membangun,"['m', 'e', 'm', 'b', 'a', 'ŋ', 'u', 'n']",Indonesian,0.0,Prehistorical
mengebor,"['m', 'e', 'ŋ', 'e', 'b', 'o', 'r']",Indonesian,1.0,Modern
melubangi,"['m', 'e', 'l', 'u', 'b', 'a', 'ŋ', 'i']",Indonesian,0.0,Prehistorical
melubangi,"['m', 'e', 'l', 'u', 'b', 'a', 'ŋ', 'i']",Indonesian,0.0,Prehistorical
gergaji,"['g', 'e', 'r', 'g', 'a', 'dʒ', 'i']",Indonesian,0.5,Early Malay
palu,"['p', 'a', 'l', 'u']",Indonesian,0.0,Prehistorical
paku,"['p', 'a', 'k', 'u']",Indonesian,0.0,Prehistorical
lém,"['l', 'é/e', 'm']",Indonesian,1.0,Modern
tukang besi,"['t', 'u', 'k', 'a', 'ŋ', '+', 'b', 'e', 's', 'i']",Indonesian,0.0,Prehistorical
menempa,"['m', 'e', 'n', 'e', 'm', 'p', 'a']",Indonesian,0.0,Prehistorical
paron,"['p', 'a', 'r', 'o', 'n']",Indonesian,1.0,Modern
landasan,"['l', 'a', 'n', 'd', 'a', 's', 'a', 'n']",Indonesian,0.0,Prehistorical
mencétak,"['m', 'e', 'ɲ', 'é/e', 't', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
mengacu,"['m', 'e', 'ŋ', 'a', 'tʃ', 'u']",Indonesian,1.0,Early Malay
mengecor,"['m', 'e', 'ŋ', 'e', 'tʃ', 'o', 'r']",Indonesian,1.0,Modern
"mas, emas","['m', 'a', 's']",Indonesian,1.0,Early Malay
kencana,"['k', 'e', 'ɲ', 'a', 'n', 'a']",Indonesian,1.0,Early Malay
pérak,"['p', 'é/e', 'r', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
tembaga,"['t', 'e', 'm', 'b', 'a', 'g', 'a']",Indonesian,1.0,Early Malay
besi,"['b', 'e', 's', 'i']",Indonesian,0.0,Prehistorical
timbal,"['t', 'i', 'm', 'b', 'a', 'l']",Indonesian,1.0,Modern
timah,"['t', 'i', 'm', 'a', 'h']",Indonesian,0.0,Prehistorical
tukang tembikar,"['t', 'u', 'k', 'a', 'ŋ', '+', 't', 'e', 'm', 'b', 'i', 'k', 'a', 'r']",Indonesian,0.0,Prehistorical
membentuk,"['m', 'e', 'm', 'b', 'e', 'n', 't', 'u', 'ʔ']",Indonesian,0.0,Prehistorical
tanah liat,"['t', 'a', 'n', 'a', 'h', '+', 'l', 'i', 'a', 't']",Indonesian,0.0,Prehistorical
kaca,"['k', 'a', 'tʃ', 'a']",Indonesian,1.0,Early Malay
menganyam,"['m', 'e', 'ŋ', 'a', 'ɲ', 'a', 'm']",Indonesian,0.0,Prehistorical
mengépang,"['m', 'e', 'ŋ', 'é/e', 'p', 'a', 'ŋ']",Indonesian,1.0,Modern
meramin,"['m', 'e', 'r', 'a', 'm', 'i', 'n']",Indonesian,0.0,Early Malay
keranjang,"['k', 'e', 'r', 'a', 'ɲ', 'a', 'ŋ']",Indonesian,0.25,Prehistorical
bakul,"['b', 'a', 'k', 'u', 'l']",Indonesian,0.0,Prehistorical
tikar,"['t', 'i', 'k', 'a', 'r']",Indonesian,0.0,Prehistorical
permadani,"['p', 'e', 'r', 'm', 'a', 'd', 'a', 'n', 'i']",Indonesian,1.0,Early Malay
karpet,"['k', 'a', 'r', 'p', 'e', 't']",Indonesian,1.0,Modern
"sejedah, sajadah","['s', 'e', 'dʒ', 'e', 'd', 'a', 'h']",Indonesian,1.0,Early Malay
nokén,"['n', 'o', 'k', 'é/e', 'n']",Indonesian,1.0,Modern
kipas,"['k', 'i', 'p', 'a', 's']",Indonesian,0.0,Prehistorical
mengipasi,"['m', 'e', 'ŋ', 'i', 'p', 'a', 's', 'i']",Indonesian,0.0,Prehistorical
mengukir,"['m', 'e', 'ŋ', 'u', 'k', 'i', 'r']",Indonesian,0.0,Prehistorical
tukang patung,"['t', 'u', 'k', 'a', 'ŋ', '+', 'p', 'a', 't', 'u', 'ŋ']",Indonesian,0.0,Early Malay
pahat,"['p', 'a', 'h', 'a', 't']",Indonesian,0.0,Prehistorical
cat,"['tʃ', 'a', 't']",Indonesian,1.0,Modern
mengecat,"['m', 'e', 'ŋ', 'e', 'tʃ', 'a', 't']",Indonesian,1.0,Modern
memindahkan,"['m', 'e', 'm', 'i', 'n', 'd', 'a', 'h', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
membalikkan,"['m', 'e', 'm', 'b', 'a', 'l', 'i', 'k', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
membélokkan,"['m', 'e', 'm', 'b', 'é/e', 'l', 'o', 'k', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
memutar,"['m', 'e', 'm', 'u', 't', 'a', 'r']",Indonesian,0.0,Prehistorical
berpaling,"['b', 'e', 'r', 'p', 'a', 'l', 'i', 'ŋ']",Indonesian,0.0,Prehistorical
putar balik,"['p', 'u', 't', 'a', 'r', '+', 'b', 'a', 'l', 'i', 'ʔ']",Indonesian,0.0,Modern
membungkus,"['m', 'e', 'm', 'b', 'u', 'ŋ', 'k', 'u', 's']",Indonesian,0.0,Prehistorical
meggulingkan,"['m', 'e', 'g', 'g', 'u', 'l', 'i', 'ŋ', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
menjatuhkan,"['m', 'e', 'ɲ', 'a', 't', 'u', 'h', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
mencemplungkan,"['m', 'e', 'ɲ', 'e', 'm', 'p', 'l', 'u', 'ŋ', 'k', 'a', 'n']",Indonesian,0.0,Modern
menceburkan,"['m', 'e', 'ɲ', 'e', 'b', 'u', 'r', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
melilitkan,"['m', 'e', 'l', 'i', 'l', 'i', 't', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
bangkit,"['b', 'a', 'ŋ', 'k', 'i', 't']",Indonesian,0.0,Prehistorical
bangun,"['b', 'a', 'ŋ', 'u', 'n']",Indonesian,0.0,Prehistorical
naik,"['n', 'a', 'i', 'ʔ']",Indonesian,0.0,Prehistorical
menanjak,"['m', 'e', 'n', 'a', 'ɲ', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
terbit,"['t', 'e', 'r', 'b', 'i', 't']",Indonesian,0.0,Prehistorical
mengangkat,"['m', 'e', 'ŋ', 'a', 'ŋ', 'k', 'a', 't']",Indonesian,0.0,Prehistorical
jatuh,"['dʒ', 'a', 't', 'u', 'h']",Indonesian,0.0,Prehistorical
gugur,"['g', 'u', 'g', 'u', 'r']",Indonesian,0.0,Prehistorical
menétés,"['m', 'e', 'n', 'é/e', 't', 'é/e', 's']",Indonesian,0.75,Modern
melémparkan,"['m', 'e', 'l', 'é/e', 'm', 'p', 'a', 'r', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
menangkap,"['m', 'e', 'n', 'a', 'ŋ', 'k', 'a', 'p']",Indonesian,0.0,Prehistorical
mengocok,"['m', 'e', 'ŋ', 'o', 'tʃ', 'o', 'ʔ']",Indonesian,0.75,Modern
"menggoncang(kan), mengguncang(kan)","['m', 'e', 'ŋ', 'g', 'o', 'ɲ', 'a', 'ŋ', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
mengalir,"['m', 'e', 'ŋ', 'a', 'l', 'i', 'r']",Indonesian,0.0,Prehistorical
tenggelam,"['t', 'e', 'ŋ', 'g', 'e', 'l', 'a', 'm']",Indonesian,0.0,Prehistorical
terbenam,"['t', 'e', 'r', 'b', 'e', 'n', 'a', 'm']",Indonesian,0.0,Prehistorical
mengapung,"['m', 'e', 'ŋ', 'a', 'p', 'u', 'ŋ']",Indonesian,0.0,Prehistorical
mengambang,"['m', 'e', 'ŋ', 'a', 'm', 'b', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
berenang,"['b', 'e', 'r', 'e', 'n', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
menyelam,"['m', 'e', 'ɲ', 'e', 'l', 'a', 'm']",Indonesian,0.0,Prehistorical
menyemprot,"['m', 'e', 'ɲ', 'e', 'm', 'p', 'r', 'o', 't']",Indonesian,1.0,Modern
memercikkan,"['m', 'e', 'm', 'e', 'r', 'tʃ', 'i', 'k', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
menyiram,"['m', 'e', 'ɲ', 'i', 'r', 'a', 'm']",Indonesian,0.0,Prehistorical
mengguyur,"['m', 'e', 'ŋ', 'g', 'u', 'j', 'u', 'r']",Indonesian,1.0,Modern
berlayar,"['b', 'e', 'r', 'l', 'a', 'j', 'a', 'r']",Indonesian,0.0,Prehistorical
terbang,"['t', 'e', 'r', 'b', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
bertiup,"['b', 'e', 'r', 't', 'i', 'u', 'p']",Indonesian,0.0,Prehistorical
merangkak,"['m', 'e', 'r', 'a', 'ŋ', 'k', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
merayap,"['m', 'e', 'r', 'a', 'j', 'a', 'p']",Indonesian,0.0,Prehistorical
berlutut,"['b', 'e', 'r', 'l', 'u', 't', 'u', 't']",Indonesian,0.0,Prehistorical
jongkok,"['dʒ', 'o', 'ŋ', 'k', 'o', 'ʔ']",Indonesian,1.0,Modern
tergelincir,"['t', 'e', 'r', 'g', 'e', 'l', 'i', 'ɲ', 'i', 'r']",Indonesian,0.0,Prehistorical
terpelését,"['t', 'e', 'r', 'p', 'e', 'l', 'é/e', 's', 'é/e', 't']",Indonesian,1.0,Modern
terselip,"['t', 'e', 'r', 's', 'e', 'l', 'i', 'p']",Indonesian,0.0,Modern
luncur,"['l', 'u', 'ɲ', 'u', 'r']",Indonesian,0.0,Prehistorical
meloncat,"['m', 'e', 'l', 'o', 'ɲ', 'a', 't']",Indonesian,0.0,Prehistorical
melompat,"['m', 'e', 'l', 'o', 'm', 'p', 'a', 't']",Indonesian,0.0,Prehistorical
menendang,"['m', 'e', 'n', 'e', 'n', 'd', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
menyépak,"['m', 'e', 'ɲ', 'é/e', 'p', 'a', 'ʔ']",Indonesian,0.0,Prehistorical
menari,"['m', 'e', 'n', 'a', 'r', 'i']",Indonesian,0.0,Prehistorical
berdansa,"['b', 'e', 'r', 'd', 'a', 'n', 's', 'a']",Indonesian,1.0,Modern
berjogét,"['b', 'e', 'r', 'dʒ', 'o', 'g', 'é/e', 't']",Indonesian,0.75,Early Malay
berjalan,"['b', 'e', 'r', 'dʒ', 'a', 'l', 'a', 'n']",Indonesian,0.0,Prehistorical
pincang,"['p', 'i', 'ɲ', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
"lari, berlari","['l', 'a', 'r', 'i']",Indonesian,0.0,Prehistorical
pergi,"['p', 'e', 'r', 'g', 'i']",Indonesian,0.0,Prehistorical
naik,"['n', 'a', 'i', 'ʔ']",Indonesian,0.0,Prehistorical
memanjat,"['m', 'e', 'm', 'a', 'ɲ', 'a', 't']",Indonesian,0.0,Prehistorical
turun,"['t', 'u', 'r', 'u', 'n']",Indonesian,0.0,Prehistorical
keluar,"['k', 'e', 'l', 'u', 'a', 'r']",Indonesian,0.0,Prehistorical
datang,"['d', 'a', 't', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
kembali,"['k', 'e', 'm', 'b', 'a', 'l', 'i']",Indonesian,0.25,No information
balik,"['b', 'a', 'l', 'i', 'ʔ']",Indonesian,0.0,Prehistorical
berangkat,"['b', 'e', 'r', 'a', 'ŋ', 'k', 'a', 't']",Indonesian,0.0,Prehistorical
menghilang,"['m', 'e', 'ŋ', 'h', 'i', 'l', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
lenyap,"['l', 'e', 'ɲ', 'a', 'p']",Indonesian,0.0,Prehistorical
raib,"['r', 'a', 'i', 'b']",Indonesian,1.0,Early Malay
melarikan diri,"['m', 'e', 'l', 'a', 'r', 'i', 'k', 'a', 'n', '+', 'd', 'i', 'r', 'i']",Indonesian,0.0,Early Malay
mengungsi,"['m', 'e', 'ŋ', 'u', 'ŋ', 's', 'i']",Indonesian,1.0,Modern
kabur (2),"['k', 'a', 'b', 'u', 'r']",Indonesian,1.0,Modern
menyusul,"['m', 'e', 'ɲ', 'u', 's', 'u', 'l']",Indonesian,0.0,Prehistorical
mengikuti,"['m', 'e', 'ŋ', 'i', 'k', 'u', 't', 'i']",Indonesian,0.0,Prehistorical
menurut,"['m', 'e', 'n', 'u', 'r', 'u', 't']",Indonesian,0.0,Prehistorical
mengejar,"['m', 'e', 'ŋ', 'e', 'dʒ', 'a', 'r']",Indonesian,0.0,Prehistorical
memburu,"['m', 'e', 'm', 'b', 'u', 'r', 'u']",Indonesian,0.0,Prehistorical
sampai,"['s', 'a', 'm', 'p', 'aɪ']",Indonesian,0.0,Prehistorical
tiba,"['t', 'i', 'b', 'a']",Indonesian,0.0,Prehistorical
mendekati,"['m', 'e', 'n', 'd', 'e', 'k', 'a', 't', 'i']",Indonesian,0.0,Prehistorical
menghampiri,"['m', 'e', 'ŋ', 'h', 'a', 'm', 'p', 'i', 'r', 'i']",Indonesian,0.0,Prehistorical
masuk,"['m', 'a', 's', 'u', 'ʔ']",Indonesian,0.5,Prehistorical
membawa,"['m', 'e', 'm', 'b', 'a', 'w', 'a']",Indonesian,0.25,Prehistorical
menggéndong,"['m', 'e', 'ŋ', 'g', 'é/e', 'n', 'd', 'o', 'ŋ']",Indonesian,1.0,Modern
menggenggam,"['m', 'e', 'ŋ', 'g', 'e', 'ŋ', 'g', 'a', 'm']",Indonesian,0.0,Prehistorical
menénténg,"['m', 'e', 'n', 'é/e', 'n', 't', 'é/e', 'ŋ']",Indonesian,1.0,Modern
menjinjing,"['m', 'e', 'ɲ', 'i', 'ɲ', 'i', 'ŋ']",Indonesian,0.0,Prehistorical
memikul,"['m', 'e', 'm', 'i', 'k', 'u', 'l']",Indonesian,0.0,Prehistorical
menjunjung,"['m', 'e', 'ɲ', 'u', 'ɲ', 'u', 'ŋ']",Indonesian,0.0,Prehistorical
mengepit,"['m', 'e', 'ŋ', 'e', 'p', 'i', 't']",Indonesian,0.0,Prehistorical
membawa,"['m', 'e', 'm', 'b', 'a', 'w', 'a']",Indonesian,0.25,Prehistorical
mengambil,"['m', 'e', 'ŋ', 'a', 'm', 'b', 'i', 'l']",Indonesian,0.0,Prehistorical
mengantar(kan),"['m', 'e', 'ŋ', 'a', 'n', 't', 'a', 'r', 'k', 'a', 'n']",Indonesian,0.75,Early Malay
mengirim(i),"['m', 'e', 'ŋ', 'i', 'r', 'i', 'm', 'i']",Indonesian,0.0,Prehistorical
memimpin,"['m', 'e', 'm', 'i', 'm', 'p', 'i', 'n']",Indonesian,0.0,Prehistorical
membimbing,"['m', 'e', 'm', 'b', 'i', 'm', 'b', 'i', 'ŋ']",Indonesian,0.5,Early Malay
menuntun,"['m', 'e', 'n', 'u', 'n', 't', 'u', 'n']",Indonesian,0.0,Prehistorical
mengemudikan,"['m', 'e', 'ŋ', 'e', 'm', 'u', 'd', 'i', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
menyupir,"['m', 'e', 'ɲ', 'u', 'p', 'i', 'r']",Indonesian,1.0,Modern
menyetir,"['m', 'e', 'ɲ', 'e', 't', 'i', 'r']",Indonesian,1.0,Modern
mengendarai,"['m', 'e', 'ŋ', 'e', 'n', 'd', 'a', 'r', 'aɪ']",Indonesian,0.75,Early Malay
naik,"['n', 'a', 'i', 'ʔ']",Indonesian,0.0,Prehistorical
mendorong,"['m', 'e', 'n', 'd', 'o', 'r', 'o', 'ŋ']",Indonesian,0.0,Prehistorical
jalan,"['dʒ', 'a', 'l', 'a', 'n']",Indonesian,0.0,Prehistorical
marga (2),"['m', 'a', 'r', 'g', 'a']",Indonesian,1.0,Early Malay
jalan,"['dʒ', 'a', 'l', 'a', 'n']",Indonesian,0.0,Prehistorical
jembatan,"['dʒ', 'e', 'm', 'b', 'a', 't', 'a', 'n']",Indonesian,0.0,Early Malay
"titi, titian","['t', 'i', 't', 'i']",Indonesian,0.0,Prehistorical
keréta,"['k', 'e', 'r', 'é/e', 't', 'a']",Indonesian,1.0,Modern
roda,"['r', 'o', 'd', 'a']",Indonesian,1.0,Early Malay
gandar,"['g', 'a', 'n', 'd', 'a', 'r']",Indonesian,0.0,Prehistorical
poros,"['p', 'o', 'r', 'o', 's']",Indonesian,0.25,Modern
as,"['a', 's']",Indonesian,1.0,Modern
kuk,"['k', 'u', 'ʔ']",Indonesian,0.5,Early Malay
kapal,"['k', 'a', 'p', 'a', 'l']",Indonesian,1.0,Early Malay
bahtera,"['b', 'a', 'h', 't', 'e', 'r', 'a']",Indonesian,1.0,Early Malay
perahu,"['p', 'e', 'r', 'a', 'h', 'u']",Indonesian,0.25,Prehistorical
perahu lesung,"['p', 'e', 'r', 'a', 'h', 'u', '+', 'l', 'e', 's', 'u', 'ŋ']",Indonesian,0.0,Prehistorical
kano,"['k', 'a', 'n', 'o']",Indonesian,1.0,Modern
katir,"['k', 'a', 't', 'i', 'r']",Indonesian,0.0,Prehistorical
rakit,"['r', 'a', 'k', 'i', 't']",Indonesian,0.0,Prehistorical
dayung,"['d', 'a', 'j', 'u', 'ŋ']",Indonesian,0.0,Prehistorical
dayung,"['d', 'a', 'j', 'u', 'ŋ']",Indonesian,0.0,Prehistorical
kayuh,"['k', 'a', 'j', 'u', 'h']",Indonesian,0.25,Prehistorical
mendayung,"['m', 'e', 'n', 'd', 'a', 'j', 'u', 'ŋ']",Indonesian,0.0,Prehistorical
mengayuh,"['m', 'e', 'ŋ', 'a', 'j', 'u', 'h']",Indonesian,0.0,Prehistorical
kemudi,"['k', 'e', 'm', 'u', 'd', 'i']",Indonesian,0.0,Prehistorical
tiang,"['t', 'i', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
layar,"['l', 'a', 'j', 'a', 'r']",Indonesian,0.0,Prehistorical
jangkar,"['dʒ', 'a', 'ŋ', 'k', 'a', 'r']",Indonesian,0.5,Modern
sauh,"['s', 'a', 'u', 'h']",Indonesian,0.0,Prehistorical
pelabuhan,"['p', 'e', 'l', 'a', 'b', 'u', 'h', 'a', 'n']",Indonesian,0.0,Prehistorical
bandar,"['b', 'a', 'n', 'd', 'a', 'r']",Indonesian,1.0,Early Malay
mendarat,"['m', 'e', 'n', 'd', 'a', 'r', 'a', 't']",Indonesian,0.0,Prehistorical
mempunyai,"['m', 'e', 'm', 'p', 'u', 'ɲ', 'aɪ']",Indonesian,0.0,Early Malay
ada,"['a', 'd', 'a']",Indonesian,0.0,Prehistorical
memiliki,"['m', 'e', 'm', 'i', 'l', 'i', 'k', 'i']",Indonesian,0.0,Early Malay
memiliki,"['m', 'e', 'm', 'i', 'l', 'i', 'k', 'i']",Indonesian,0.0,Early Malay
mengambil,"['m', 'e', 'ŋ', 'a', 'm', 'b', 'i', 'l']",Indonesian,0.0,Prehistorical
membawa,"['m', 'e', 'm', 'b', 'a', 'w', 'a']",Indonesian,0.25,Prehistorical
mengantar(kan),"['m', 'e', 'ŋ', 'a', 'n', 't', 'a', 'r', 'k', 'a', 'n']",Indonesian,0.75,Early Malay
memegang,"['m', 'e', 'm', 'e', 'g', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
menggenggam,"['m', 'e', 'ŋ', 'g', 'e', 'ŋ', 'g', 'a', 'm']",Indonesian,0.0,Prehistorical
memegang,"['m', 'e', 'm', 'e', 'g', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
mendapat,"['m', 'e', 'n', 'd', 'a', 'p', 'a', 't']",Indonesian,0.0,Prehistorical
menyimpan,"['m', 'e', 'ɲ', 'i', 'm', 'p', 'a', 'n']",Indonesian,0.0,Prehistorical
barang,"['b', 'a', 'r', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
benda,"['b', 'e', 'n', 'd', 'a']",Indonesian,1.0,Early Malay
memberi(kan),"['m', 'e', 'm', 'b', 'e', 'r', 'i', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
mengembalikan,"['m', 'e', 'ŋ', 'e', 'm', 'b', 'a', 'l', 'i', 'k', 'a', 'n']",Indonesian,0.0,No information
memelihara,"['m', 'e', 'm', 'e', 'l', 'i', 'h', 'a', 'r', 'a']",Indonesian,1.0,Early Malay
melestarikan,"['m', 'e', 'l', 'e', 's', 't', 'a', 'r', 'i', 'k', 'a', 'n']",Indonesian,0.0,Modern
mengawétkan,"['m', 'e', 'ŋ', 'a', 'w', 'é/e', 't', 'k', 'a', 'n']",Indonesian,0.0,Modern
menyelamatkan,"['m', 'e', 'ɲ', 'e', 'l', 'a', 'm', 'a', 't', 'k', 'a', 'n']",Indonesian,1.0,Early Malay
menghancurkan,"['m', 'e', 'ŋ', 'h', 'a', 'ɲ', 'u', 'r', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
membinasakan,"['m', 'e', 'm', 'b', 'i', 'n', 'a', 's', 'a', 'k', 'a', 'n']",Indonesian,0.0,Early Malay
melukai,"['m', 'e', 'l', 'u', 'k', 'aɪ']",Indonesian,0.0,Early Malay
mencederai,"['m', 'e', 'ɲ', 'e', 'd', 'e', 'r', 'aɪ']",Indonesian,0.0,Early Malay
mencari,"['m', 'e', 'ɲ', 'a', 'r', 'i']",Indonesian,0.5,Early Malay
ketemu,"['k', 'e', 't', 'e', 'm', 'u']",Indonesian,0.0,Modern
menemukan,"['m', 'e', 'n', 'e', 'm', 'u', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
kehilangan,"['k', 'e', 'h', 'i', 'l', 'a', 'ŋ', 'a', 'n']",Indonesian,0.0,Prehistorical
melepas,"['m', 'e', 'l', 'e', 'p', 'a', 's']",Indonesian,0.0,Prehistorical
uang,"['u', 'a', 'ŋ']",Indonesian,0.75,Modern
duit,"['d', 'u', 'i', 't']",Indonesian,1.0,Modern
uang logam,"['u', 'a', 'ŋ', '+', 'l', 'o', 'g', 'a', 'm']",Indonesian,0.0,Modern
koin,"['k', 'o', 'i', 'n']",Indonesian,1.0,Modern
kaya,"['k', 'a', 'j', 'a']",Indonesian,0.25,Early Malay
miskin,"['m', 'i', 's', 'k', 'i', 'n']",Indonesian,1.0,Early Malay
papa,"['p', 'a', 'p', 'a']",Indonesian,1.0,Early Malay
pengemis,"['p', 'e', 'ŋ', 'e', 'm', 'i', 's']",Indonesian,0.0,Early Malay
pelit,"['p', 'e', 'l', 'i', 't']",Indonesian,0.5,Modern
kikir,"['k', 'i', 'k', 'i', 'r']",Indonesian,0.0,No information
"sekakar, sekaker","['s', 'e', 'k', 'a', 'k', 'a', 'r']",Indonesian,0.25,Modern
meminjamkan,"['m', 'e', 'm', 'i', 'ɲ', 'a', 'm', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
meminjam,"['m', 'e', 'm', 'i', 'ɲ', 'a', 'm']",Indonesian,0.0,Prehistorical
berhutang,"['b', 'e', 'r', 'h', 'u', 't', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
hutang,"['h', 'u', 't', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
membayar,"['m', 'e', 'm', 'b', 'a', 'j', 'a', 'r']",Indonesian,0.0,Prehistorical
rékening,"['r', 'é/e', 'k', 'e', 'n', 'i', 'ŋ']",Indonesian,1.0,Modern
tagihan,"['t', 'a', 'g', 'i', 'h', 'a', 'n']",Indonesian,0.0,Early Malay
bon,"['b', 'o', 'n']",Indonesian,1.0,Modern
bil,"['b', 'i', 'l']",Indonesian,1.0,Modern
pajak,"['p', 'a', 'dʒ', 'a', 'ʔ']",Indonesian,0.75,Modern
mempekerjakan,"['m', 'e', 'm', 'p', 'e', 'k', 'e', 'r', 'dʒ', 'a', 'k', 'a', 'n']",Indonesian,0.0,Early Malay
mengupahi,"['m', 'e', 'ŋ', 'u', 'p', 'a', 'h', 'i']",Indonesian,0.0,Prehistorical
menggaji,"['m', 'e', 'ŋ', 'g', 'a', 'dʒ', 'i']",Indonesian,1.0,Modern
gaji,"['g', 'a', 'dʒ', 'i']",Indonesian,1.0,Modern
upah,"['u', 'p', 'a', 'h']",Indonesian,0.0,Prehistorical
membeli,"['m', 'e', 'm', 'b', 'e', 'l', 'i']",Indonesian,0.0,Prehistorical
menjual,"['m', 'e', 'ɲ', 'u', 'a', 'l']",Indonesian,0.0,Prehistorical
menukar,"['m', 'e', 'n', 'u', 'k', 'a', 'r']",Indonesian,0.0,Prehistorical
membarter,"['m', 'e', 'm', 'b', 'a', 'r', 't', 'e', 'r']",Indonesian,1.0,Modern
pedagang,"['p', 'e', 'd', 'a', 'g', 'a', 'ŋ']",Indonesian,0.0,Early Malay
saudagar,"['s', 'a', 'u', 'd', 'a', 'g', 'a', 'r']",Indonesian,1.0,Early Malay
pasar,"['p', 'a', 's', 'a', 'r']",Indonesian,1.0,Early Malay
pekan (2),"['p', 'e', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
toko,"['t', 'o', 'k', 'o']",Indonesian,1.0,Modern
kedai,"['k', 'e', 'd', 'aɪ']",Indonesian,1.0,Early Malay
harga,"['h', 'a', 'r', 'g', 'a']",Indonesian,1.0,Early Malay
mahal,"['m', 'a', 'h', 'a', 'l']",Indonesian,0.25,Early Malay
murah,"['m', 'u', 'r', 'a', 'h']",Indonesian,0.5,Early Malay
membagi,"['m', 'e', 'm', 'b', 'a', 'g', 'i']",Indonesian,1.0,Early Malay
setelah,"['s', 'e', 't', 'e', 'l', 'a', 'h']",Indonesian,0.0,Prehistorical
sesudah,"['s', 'e', 's', 'u', 'd', 'a', 'h']",Indonesian,0.0,Early Malay
"usai, seusai","['u', 's', 'aɪ']",Indonesian,0.0,Early Malay
(di) belakang,"['d', 'i', '+', 'b', 'e', 'l', 'a', 'k', 'a', 'ŋ']",Indonesian,0.0,Prehistorical
di samping,"['d', 'i', '+', 's', 'a', 'm', 'p', 'i', 'ŋ']",Indonesian,0.0,Prehistorical
ke bawah,"['k', 'e', '+', 'b', 'a', 'w', 'a', 'h']",Indonesian,0.0,Prehistorical
sebelum,"['s', 'e', 'b', 'e', 'l', 'u', 'm']",Indonesian,0.0,Prehistorical
(di) depan,"['d', 'i', '+', 'd', 'e', 'p', 'a', 'n']",Indonesian,0.0,Prehistorical
di muka,"['d', 'i', '+', 'm', 'u', 'k', 'a']",Indonesian,0.0,Early Malay
(di) dalam,"['d', 'i', '+', 'd', 'a', 'l', 'a', 'm']",Indonesian,0.0,Prehistorical
di luar,"['d', 'i', '+', 'l', 'u', 'a', 'r']",Indonesian,0.0,Prehistorical
(di) bawah,"['d', 'i', '+', 'b', 'a', 'w', 'a', 'h']",Indonesian,0.0,Prehistorical
ke atas,"['k', 'e', '+', 'a', 't', 'a', 's']",Indonesian,0.0,Prehistorical
tempat,"['t', 'e', 'm', 'p', 'a', 't']",Indonesian,0.0,Prehistorical
menaruh,"['m', 'e', 'n', 'a', 'r', 'u', 'h']",Indonesian,0.0,Prehistorical
meletakkan,"['m', 'e', 'l', 'e', 't', 'a', 'k', 'k', 'a', 'n']",Indonesian,0.0,Prehistorical
duduk,"['d', 'u', 'd', 'u', 'ʔ']",Indonesian,0.0,Prehistorical
berbaring,"['b', 'e', 'r', 'b', 'a', 'r', 'i', 'ŋ']",Indonesian,0.0,Prehistorical
tidur,"['t', 'i', 'd', 'u', 'r']",Indonesian,0.0,Prehistorical
berdiri,"['b', 'e', 'r', 'd', 'i', 'r', 'i']",Indonesian,0.0,Prehistorical
tinggal,"['t', 'i', 'ŋ', 'g', 'a', 'l']",Indonesian,0.0,Prehistorical
sisa,"['s', 'i', 's', 'a']",Indonesian,1.0,Early Malay
tulang belulang,"['t', 'u', 'l', 'a', 'ŋ', '+', 'b', 'e', 'l', 'u', 'l', 'a', 'ŋ']",Indonesian,0.0,Early Malay
